brand,bucket,outlets,via,subcategory
Din Tai Fung,East Asian (KR/JP/CN/TW),18,curated,Restaurant
LiHO,East Asian (KR/JP/CN/TW),18,curated,Cafe & Dessert Bar
CHICHA San Chen,East Asian (KR/JP/CN/TW),17,curated,Cafe & Dessert Bar
KOI Thé,East Asian (KR/JP/CN/TW),17,curated,Cafe & Dessert Bar
Luckin Coffee,East Asian (KR/JP/CN/TW),17,curated,Cafe & Dessert Bar
SUKIYA,East Asian (KR/JP/CN/TW),17,curated,Fast Food
Tori-Q,East Asian (KR/JP/CN/TW),17,curated,Fast Food
Chateraise,East Asian (KR/JP/CN/TW),16,curated,Bakery & Confectionery
Paris Baguette,East Asian (KR/JP/CN/TW),16,curated,Bakery & Confectionery
CHAGEE,East Asian (KR/JP/CN/TW),15,curated,Cafe & Dessert Bar
PlayMade,East Asian (KR/JP/CN/TW),15,curated,Cafe & Dessert Bar
Genki Sushi,East Asian (KR/JP/CN/TW),12,curated,Restaurant
Nine Fresh,East Asian (KR/JP/CN/TW),12,curated,Food Kiosk & Light Bites
MOS Burger,East Asian (KR/JP/CN/TW),11,curated,Breakfast
Sushi Express,East Asian (KR/JP/CN/TW),11,curated,Restaurant
Xiang Xiang Hunan Cuisine,East Asian (KR/JP/CN/TW),11,curated,Restaurant
Gong Yuan Ma La Tang,East Asian (KR/JP/CN/TW),10,curated,Restaurant
Sushi Tei,East Asian (KR/JP/CN/TW),10,curated,Restaurant
Sushiro,East Asian (KR/JP/CN/TW),10,curated,Restaurant
Gochi-So Shokudo,East Asian (KR/JP/CN/TW),9,curated,Restaurant
Haidilao Hot Pot,East Asian (KR/JP/CN/TW),9,curated,Restaurant
KOI THE,East Asian (KR/JP/CN/TW),9,curated,Cafe & Dessert Bar
PUTIEN,East Asian (KR/JP/CN/TW),9,curated,Restaurant
Shihlin Taiwan Street Snacks,East Asian (KR/JP/CN/TW),9,curated,Fast Food
Super Sushi,East Asian (KR/JP/CN/TW),9,curated,
Ichiban Boshi,East Asian (KR/JP/CN/TW),8,curated,
Mister Donut,East Asian (KR/JP/CN/TW),8,curated,Bakery & Confectionery
Monster Curry,East Asian (KR/JP/CN/TW),8,curated,Restaurant
Crystal Jade Hong Kong Kitchen,East Asian (KR/JP/CN/TW),7,curated,Restaurants
IPPUDO,East Asian (KR/JP/CN/TW),7,curated,Restaurant
Kuriya Japanese Market,East Asian (KR/JP/CN/TW),7,curated,
MIXUE,East Asian (KR/JP/CN/TW),7,curated,Cafes & Desserts
Maki-San,East Asian (KR/JP/CN/TW),7,curated,Food Kiosk & Light Bites
Tai Cheong Bakery,East Asian (KR/JP/CN/TW),7,curated,Food Kiosk & Light Bites
Tim Ho Wan,East Asian (KR/JP/CN/TW),7,curated,Restaurant
Yakiniku Like,East Asian (KR/JP/CN/TW),7,curated,Restaurant
Yakiniku Shokudo,East Asian (KR/JP/CN/TW),7,curated,Restaurant
BEUTEA,East Asian (KR/JP/CN/TW),6,curated,Food Kiosk & Light Bites
Eighteen Plum,East Asian (KR/JP/CN/TW),6,curated,
I Love Taimei,East Asian (KR/JP/CN/TW),6,curated,Fast Food
Kei Kaisendon,East Asian (KR/JP/CN/TW),6,curated,Restaurant
Mincheng Bibimbap,East Asian (KR/JP/CN/TW),6,curated,
NiKU iKU,East Asian (KR/JP/CN/TW),6,curated,
Tongue Tip Lanzhou Beef Noodles,East Asian (KR/JP/CN/TW),6,curated,Restaurant
Zhang Liang Mala Tang,East Asian (KR/JP/CN/TW),6,curated,Restaurant
4FINGERS Crispy Chicken,East Asian (KR/JP/CN/TW),5,keyword/other,
Aburi-EN,East Asian (KR/JP/CN/TW),5,keyword/other,Reservation
Ajumma's,East Asian (KR/JP/CN/TW),5,keyword/other,Restaurant
Canton Paradise,East Asian (KR/JP/CN/TW),5,curated,Restaurant
Eat 3 Bowls,East Asian (KR/JP/CN/TW),5,keyword/other,Restaurants
Gokoku Japanese Bakery,East Asian (KR/JP/CN/TW),5,curated,Bakery & Confectionery
HEYTEA,East Asian (KR/JP/CN/TW),5,curated,Cafe & Dessert Bar
Ottie Pancakes,East Asian (KR/JP/CN/TW),5,curated,Bakery & Confectionery
Paradise Dynasty,East Asian (KR/JP/CN/TW),5,curated,Restaurant
Pepper Lunch,East Asian (KR/JP/CN/TW),5,curated,Fast Food
Seoul Garden,East Asian (KR/JP/CN/TW),5,curated,Restaurant
Shabu Sai,East Asian (KR/JP/CN/TW),5,curated,Restaurant
YGF MALATANG,East Asian (KR/JP/CN/TW),5,curated,Restaurant
108 Matcha Saro,East Asian (KR/JP/CN/TW),4,keyword/other,
Ajisen Tanjiro,East Asian (KR/JP/CN/TW),4,keyword/other,
Beard Papa’s,East Asian (KR/JP/CN/TW),4,curated,Bakery & Confectionery
CoCo ICHIBANYA,East Asian (KR/JP/CN/TW),4,keyword/other,Restaurant
Duke Bakery,East Asian (KR/JP/CN/TW),4,keyword/other,Bakery & Confectionery
Eat Pizza,East Asian (KR/JP/CN/TW),4,keyword/other,Food Kiosk & Light Bites
Ho Kee Pau,East Asian (KR/JP/CN/TW),4,keyword/other,Breakfast
Hoshino Coffee,East Asian (KR/JP/CN/TW),4,curated,Cafe & Dessert Bar
KOI Express,East Asian (KR/JP/CN/TW),4,curated,Quick Bites
Lao Huo Tang,East Asian (KR/JP/CN/TW),4,curated,
LeNu Chef Wai’s Noodle Bar,East Asian (KR/JP/CN/TW),4,curated,Restaurant
Mr. Onigiri,East Asian (KR/JP/CN/TW),4,keyword/other,Light Bites & Food Kiosks
Nunsaram Korean Dessert Cafe,East Asian (KR/JP/CN/TW),4,keyword/other,Cafe & Dessert Bar
Old Tea Hut,East Asian (KR/JP/CN/TW),4,curated,
Shihlin Taiwan Street Food,East Asian (KR/JP/CN/TW),4,keyword/other,Fast Food
Tai Chong Kok,East Asian (KR/JP/CN/TW),4,keyword/other,Bakery & Confectionery
Tonkatsu ENbiton,East Asian (KR/JP/CN/TW),4,keyword/other,
Tonkatsu by Ma Maison,East Asian (KR/JP/CN/TW),4,keyword/other,Restaurant
Wanpo Tea Shop,East Asian (KR/JP/CN/TW),4,keyword/other,
YOSHINOYA,East Asian (KR/JP/CN/TW),4,keyword/other,Fast Food
Yuen Kee Dumpling,East Asian (KR/JP/CN/TW),4,keyword/other,
% Arabica (Temporarily closed),East Asian (KR/JP/CN/TW),3,curated,Breakfast
A HOT HIDEOUT,East Asian (KR/JP/CN/TW),3,keyword/other,Restaurant
Ajisen Ramen,East Asian (KR/JP/CN/TW),3,curated,Restaurant
BBQ Box 串烧工坊,East Asian (KR/JP/CN/TW),3,curated,
BreadTalk/Toast Box,East Asian (KR/JP/CN/TW),3,keyword/other,
CHA MULAN,East Asian (KR/JP/CN/TW),3,curated,Quick Bites
Cai-Ca,East Asian (KR/JP/CN/TW),3,keyword/other,Food Kiosk & Light Bites
Dough Magic,East Asian (KR/JP/CN/TW),3,keyword/other,
Each-a-Cup,East Asian (KR/JP/CN/TW),3,curated,
Fried Chicken Master,East Asian (KR/JP/CN/TW),3,keyword/other,
Hong Kong Egglet,East Asian (KR/JP/CN/TW),3,keyword/other,Food Kiosk & Light Bites
JINJJA Chicken,East Asian (KR/JP/CN/TW),3,curated,Fast Food
JUMBO SEAFOOD,East Asian (KR/JP/CN/TW),3,keyword/other,Reservation
Ji De Chi Dessert,East Asian (KR/JP/CN/TW),3,keyword/other,Cafe & Dessert Bar
Kin No Mame,East Asian (KR/JP/CN/TW),3,keyword/other,Food Kiosk & Light Bites
Kiwami Ramen & Gyoza Bar,East Asian (KR/JP/CN/TW),3,keyword/other,Restaurant
Le Shrimp Ramen,East Asian (KR/JP/CN/TW),3,keyword/other,Restaurant
Mei Heong Yuen Dessert,East Asian (KR/JP/CN/TW),3,curated,
Paradise Classic,East Asian (KR/JP/CN/TW),3,curated,Restaurant
SAN REN XING 三人行,East Asian (KR/JP/CN/TW),3,curated,Restaurant
SUKI-YA,East Asian (KR/JP/CN/TW),3,curated,Restaurant
Sushi Plus,East Asian (KR/JP/CN/TW),3,keyword/other,Restaurant
Sushi Zushi,East Asian (KR/JP/CN/TW),3,keyword/other,Restaurant
TAI ER,East Asian (KR/JP/CN/TW),3,curated,
Tempura-EN,East Asian (KR/JP/CN/TW),3,keyword/other,Reservation
The Whale Tea,East Asian (KR/JP/CN/TW),3,curated,Food Kiosk & Light Bites
Warabimochi Kamakura,East Asian (KR/JP/CN/TW),3,keyword/other,Light Bites & Food Kiosks
Xin Wang Hong Kong Cafe,East Asian (KR/JP/CN/TW),3,keyword/other,Cafe & Dessert Bar
itea,East Asian (KR/JP/CN/TW),3,curated,
i•tea,East Asian (KR/JP/CN/TW),3,curated,Light Bites & Food Kiosks
BHC Chicken,East Asian (KR/JP/CN/TW),2,keyword/other,
BINGXUE TEA & ICE CREAM,East Asian (KR/JP/CN/TW),2,keyword/other,Cafe & Dessert Bar
Beauty in The Pot,East Asian (KR/JP/CN/TW),2,curated,Late Night
Betsubara,East Asian (KR/JP/CN/TW),2,keyword/other,
Bulgogi Syo,East Asian (KR/JP/CN/TW),2,keyword/other,
Butahage,East Asian (KR/JP/CN/TW),2,keyword/other,
City Hot Pot,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Compose Coffee,East Asian (KR/JP/CN/TW),2,keyword/other,
Daily Chicken,East Asian (KR/JP/CN/TW),2,keyword/other,
Dal.komm COFFEE,East Asian (KR/JP/CN/TW),2,keyword/other,Cafe & Dessert Bar
Devil Chicken,East Asian (KR/JP/CN/TW),2,keyword/other,Food Kiosk & Light Bites
Flipper's,East Asian (KR/JP/CN/TW),2,keyword/other,Cafe & Dessert Bar
Fong Sheng Hao,East Asian (KR/JP/CN/TW),2,keyword/other,Breakfast
Ghost Kakigori,East Asian (KR/JP/CN/TW),2,keyword/other,
GyoGyo,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Hokkaido Baked Cheese Tart,East Asian (KR/JP/CN/TW),2,keyword/other,Bakery & Confectionery
Hototogisu Ramen,East Asian (KR/JP/CN/TW),2,keyword/other,
Imperial Treasure Super Peking Duck,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Legendary Hong Kong,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
MARUTAMA RAMEN,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurants
Ma Maison,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Maji Curry,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurants
Miam Miam,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Monster Planet,East Asian (KR/JP/CN/TW),2,keyword/other,
My Korean Mom’s Kimchi,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurants
Namu Bulgogi,East Asian (KR/JP/CN/TW),2,keyword/other,
Nong Geng Ji Hunan Home-Style Cuisine,East Asian (KR/JP/CN/TW),2,keyword/other,
POCHA! KOREAN STREET DINING,East Asian (KR/JP/CN/TW),2,keyword/other,
Paik's Noodle,East Asian (KR/JP/CN/TW),2,keyword/other,
Paradise Hotpot,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Ramen Hitoyoshi,East Asian (KR/JP/CN/TW),2,keyword/other,
Ryokudo,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurants
SEN-RYO,East Asian (KR/JP/CN/TW),2,keyword/other,
SEORAE JIB,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
SEOUL NOODLE SHOP,East Asian (KR/JP/CN/TW),2,keyword/other,
SHOO LOONG KAN 小龙坎火锅,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
SUSHI GOGO,East Asian (KR/JP/CN/TW),2,keyword/other,Food Kiosk & Light Bites
Seoul Garden HOTPOT,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Shanghai Tan Pan-Fried Buns,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Snackz It! 可口味,East Asian (KR/JP/CN/TW),2,keyword/other,Food Kiosk & Light Bites
So Do Fun,East Asian (KR/JP/CN/TW),2,keyword/other,
Sushi Zanmai,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Sushi-GO(&JOY Japanese Food Street ),East Asian (KR/JP/CN/TW),2,keyword/other,
TAN YU,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
TANYU,East Asian (KR/JP/CN/TW),2,curated,Restaurant
TOMI SUSHI,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurants
TORA-SAN,East Asian (KR/JP/CN/TW),2,keyword/other,
Tai Er Suancai & Fish,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Teppan-Yaki,East Asian (KR/JP/CN/TW),2,keyword/other,
The Alley,East Asian (KR/JP/CN/TW),2,curated,Cafe & Dessert Bar
The Dim Sum Place,East Asian (KR/JP/CN/TW),2,keyword/other,
Tokyo Milk Cheese Factory,East Asian (KR/JP/CN/TW),2,keyword/other,Bakery & Confectionery
Tonkotsu Kazan,East Asian (KR/JP/CN/TW),2,curated,Restaurant
Tonkotsu Kazan Ramen,East Asian (KR/JP/CN/TW),2,keyword/other,
Tsukada Nojo,East Asian (KR/JP/CN/TW),2,curated,Restaurant
Wang Fu Dim Sum,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Watami Japanese Dining,East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
Xi Men Jie,East Asian (KR/JP/CN/TW),2,keyword/other,Food Kiosk & Light Bites
Xin Wang Hong Kong Café,East Asian (KR/JP/CN/TW),2,keyword/other,
Yakiniku-Go,East Asian (KR/JP/CN/TW),2,keyword/other,
Yi Zun Noodle,East Asian (KR/JP/CN/TW),2,keyword/other,
ZOK NOODLE HOUSE 竹麵館(港澳),East Asian (KR/JP/CN/TW),2,keyword/other,Restaurant
umisushi,East Asian (KR/JP/CN/TW),2,keyword/other,
1-ATICO BY 1-ALTITUDE,East Asian (KR/JP/CN/TW),1,keyword/other,
4 Fingers Crispy Chicken,East Asian (KR/JP/CN/TW),1,keyword/other,Fast Food
88 HONG KONG ROAST MEAT SPECIALIST,East Asian (KR/JP/CN/TW),1,keyword/other,
@i MANGO COTTON ICE FRESH MILK TEA OMELETTE RICE,East Asian (KR/JP/CN/TW),1,keyword/other,
AMACHA 阿嬷茶语,East Asian (KR/JP/CN/TW),1,keyword/other,
ARTEASG,East Asian (KR/JP/CN/TW),1,keyword/other,Cafe & Dessert Bar
AZABU SABO HOKKAIDO ICE-CREAM SHOP,East Asian (KR/JP/CN/TW),1,keyword/other,Cafes & Desserts
Abundance,East Asian (KR/JP/CN/TW),1,keyword/other,
Ajisen,East Asian (KR/JP/CN/TW),1,keyword/other,
Akashi Japanese Restaurant,East Asian (KR/JP/CN/TW),1,keyword/other,
Aki Sushi & Grill,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Alley.Wei,East Asian (KR/JP/CN/TW),1,keyword/other,
Annabella Patisserie,East Asian (KR/JP/CN/TW),1,keyword/other,
Asia Grand Restaurant,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Auntie Ashley,East Asian (KR/JP/CN/TW),1,keyword/other,
BIZEN Wagyu & Salad Bar,East Asian (KR/JP/CN/TW),1,keyword/other,
BLUEBIRD TRAVEL 青鳥旅行,East Asian (KR/JP/CN/TW),1,keyword/other,Bakery & Confectionery
Ban Heng Teochew Porridge,East Asian (KR/JP/CN/TW),1,keyword/other,
Banzai Izakaya Live House,East Asian (KR/JP/CN/TW),1,keyword/other,
Bashu Sichuan Cuisine,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Beautiful Lai Grilled Fish (Lai Meili),East Asian (KR/JP/CN/TW),1,keyword/other,
Bibim Deli,East Asian (KR/JP/CN/TW),1,keyword/other,
Bibimbap! / Dosirak!,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Bober Tea,East Asian (KR/JP/CN/TW),1,keyword/other,
Bon Broth,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Bornga,East Asian (KR/JP/CN/TW),1,keyword/other,
Buta Kizoku,East Asian (KR/JP/CN/TW),1,keyword/other,
CAPTAIN KIM KOREAN BBQ & HOTPOT,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurants
CHICKEN HOTPOT,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurants
COFFEESARANG,East Asian (KR/JP/CN/TW),1,keyword/other,Cafe & Dessert Bar
Cafe Bom Bom,East Asian (KR/JP/CN/TW),1,keyword/other,
Café Usagi TOKYO,East Asian (KR/JP/CN/TW),1,keyword/other,
ChaPanda 茶百道,East Asian (KR/JP/CN/TW),1,keyword/other,
Chao Yue Xuan Dim Sum Express,East Asian (KR/JP/CN/TW),1,keyword/other,
Chef Foong Restaurant,East Asian (KR/JP/CN/TW),1,keyword/other,Restaurant
Chiyoda Sushi,East Asian (KR/JP/CN/TW),1,keyword/other,
Coco Lato,East Asian (KR/JP/CN/TW),1,keyword/other,"Chocolates, Candies & Delicatessen"
