brand,segment,provenance,outlets
SHAW Theatres Paya Lebar Quarter,Retail,Unknown,1
Simba Service Centre,Retail,Unknown,1
Star Watches,Retail,Unknown,1
TMC Academy,Retail,Unknown,1
Tom & Stefanie,Retail,Unknown,1
True Medical Clinic,Retail,Unknown,1
Uni Retreat,Retail,Unknown,1
Vain Beauty,Retail,Unknown,1
Watch it!,Retail,Unknown,1
45R,Retail,Unknown,1
A+ HAIR SALON,Retail,Unknown,1
Adeva Spa,Retail,Unknown,1
AIGNER,Retail,Unknown,1
ALICE+OLIVIA,Retail,Unknown,1
ANTA Basketball,Retail,Unknown,1
Avenue on 3,Retail,Unknown,1
bmb Holistic Maternity Wellness,Retail,Unknown,1
Belle & Tulle Bridal,Retail,Unknown,1
Brooks Brothers,Retail,Unknown,1
CARS International Premier,Retail,Unknown,1
Château de Sable,Retail,Unknown,1
CS Fresh Gold,Retail,Unknown,1
Damiani,Retail,Unknown,1
Daughters Diamonds,Retail,Unknown,1
Daum,Retail,Unknown,1
edvox music & dance,Retail,Unknown,1
ETRO,Retail,Unknown,1
FURLA,Retail,Foreign,1
G-Star Raw,Retail,Unknown,1
Golden Goose Deluxe Brand / YOUNIQUE,Retail,Unknown,1
Guardian Pharmacy,Retail,Unknown,1
Jacadi Paris,Retail,Unknown,1
Jil Sander,Retail,Unknown,1
Kelture Aveda Hair Salon,Retail,Unknown,1
Kenko Wellness Reflexology,Retail,Unknown,1
Key Power Sports and Manduka,Retail,Unknown,1
Kuhn & Komor,Retail,Unknown,1
La Joie,Retail,Unknown,1
LALIQUE,Retail,Unknown,1
Linda Gallery,Retail,Unknown,1
LIULI,Retail,Unknown,1
Lladró,Retail,Unknown,1
Maison Margiela Fragrance,Retail,Unknown,1
Maryling,Retail,Unknown,1
Merlin Frame Maker & Art Gallery,Retail,Unknown,1
MGM Foreign Exchange,Retail,Unknown,1
Molo,Retail,Unknown,1
Nest Designs,Retail,Unknown,1
Northern Opticians,Retail,Unknown,1
Parfums de Marly,Retail,Unknown,1
Pois Boutique,Retail,Unknown,1
Pulse TCM,Retail,Unknown,1
Roche Bobois Paris,Retail,Unknown,1
Shugar Prestige,Retail,Unknown,1
Standard Chartered ATM,Retail,Unknown,1
Strange & Deranged,Retail,Unknown,1
The Better Toy Store,Retail,Unknown,1
The Hair Shop,Retail,Unknown,1
TOM FORD,Retail,Unknown,1
Vans,Retail,Foreign,1
Watches of Switzerland,Retail,Unknown,1
Watsons Health,Retail,Unknown,1
Weekend Max Mara,Retail,Unknown,1
XZQT Portfolio,Retail,Unknown,1
Y by Yann,Retail,Unknown,1
Zimmermann,Retail,Unknown,1
Rolex at Watch Palace,Retail,Unknown,1
Tudor at Watch Palace,Retail,Unknown,1
Dr Mark Leong’s Clubhouse,Retail,Unknown,1
BAPE STORE® SINGAPORE,Retail,Unknown,1
CHRONO95 Luxury Watch Boutique,Retail,Unknown,1
Jaedals,Retail,Unknown,1
Hisential Orchard Clinic,Retail,Unknown,1
AOE,Retail,Unknown,1
Head Spa by GOYO,Retail,Unknown,1
Laichan,Retail,Unknown,1
KGOLF / ANEW,Retail,Unknown,1
J Lindeberg,Retail,Unknown,1
Arteastiq Jamming Studio,Retail,Unknown,1
Adpost Moneychanger,Retail,Unknown,1
American Shoe Store (Alden),Retail,Unknown,1
Bada Hair,Retail,Unknown,1
Colorwash,Retail,Unknown,1
Kreative Beaulab,Retail,Unknown,1
Manifesto,Retail,Unknown,1
Smile Inc.® Dental Surgeons,Retail,Unknown,1
Stone For Gold,Retail,Unknown,1
TVG,Retail,Unknown,1
Xi Apparel & Jade,Retail,Unknown,1
woosee fine art and finest tea,Retail,Unknown,1
Leonian Sportique,Retail,Unknown,1
Quintessential,Retail,Unknown,1
Michael Kors,Retail,Foreign,1
O+ Eyewear,Retail,Unknown,1
Sage Medical Clinic,Retail,Unknown,1
MANDARIN REPTILE,Retail,Unknown,1
VUE,Retail,Unknown,1
X-Boundaries,Retail,Unknown,1
Ministry Of Scalp Therapy,Retail,Unknown,1
Scene,Retail,Unknown,1
MisterChrono Paris,Retail,Unknown,1
Shiro Aesthetic Clinic,Retail,Unknown,1
Juz Salon,Retail,Unknown,1
First Luxury,Retail,Unknown,1
THE EYE DOCTOR,Retail,Unknown,1
Coloc The Tailor,Retail,Unknown,1
THE EYECLINIC BY DR. CHERYL LEE,Retail,Unknown,1
atomi x furniture / atomi x lifestyle,Retail,Unknown,1
Mendis Aesthetics,Retail,Unknown,1
WATCH GALLERY,Retail,Unknown,1
Art District SG,Retail,Unknown,1
DEJADE JEWELLERY,Retail,Unknown,1
Victoria's Secret,Retail,Foreign,1
CHAMBER,Retail,Unknown,1
Chequered Flag,Retail,Unknown,1
WC26,Retail,Unknown,1
ALH RMC Money Changer,Retail,Unknown,1
Mobile Stop,Retail,Unknown,1
Sony Store*,Retail,Unknown,1
THEIMPRINT,Retail,Unknown,1
B*dazzle,Retail,Unknown,1
Jernn Shoes,Retail,Unknown,1
JOOCYEE,Retail,Unknown,1
Privilege Boutique Wellness*,Retail,Unknown,1
Qoosh Nail Spa,Retail,Unknown,1
Sabaai Sabaai Boutique Spa*,Retail,Unknown,1
Salon Vim*,Retail,Unknown,1
Spa45*,Retail,Unknown,1
YANN BEYRIE SALON*,Retail,Unknown,1
Diamond2®,Retail,Unknown,1
Jeulia,Retail,Unknown,1
MAUBOUSSIN,Retail,Unknown,1
NORQAIN,Retail,Unknown,1
RISIS Atelier,Retail,Unknown,1
ABRAKADOODLE ART STUDIO,Retail,Unknown,1
ABSOLUTE PILATES,Retail,Unknown,1
AMAZONIA,Retail,Unknown,1
ARKIDENTAL,Retail,Unknown,1
ATLAS KIND,Retail,Unknown,1
AVEDA MICRO EXPERIENCE CENTER,Retail,Unknown,1
BOCHECHAS X TINY DOTS WONDER,Retail,Unknown,1
CHATEAU DE SABLE,Retail,Unknown,1
CLÉMENCE BY RUE MADAME,Retail,Unknown,1
CLICK PHOTO IDEAS,Retail,Unknown,1
COSMO HAIR & BEAUTY SALON,Retail,Unknown,1
CS FRESH BY COLD STORAGE,Retail,Unknown,1
DBS DIGITAL LOBBY,Retail,Unknown,1
EVOLVE SALON,Retail,Unknown,1
EVRYDAY STUDIOS,Retail,Unknown,1
EXPRESS CORNER MONEY CHANGER,Retail,Unknown,1
FAMILY-COM,Retail,Unknown,1
GOLDMINE XCHANGE (MONEY CHANGER),Retail,Unknown,1
GOLFX,Retail,Unknown,1
HEADS UP FOR TAILS,Retail,Unknown,1
HEVEYA,Retail,Unknown,1
HOT YOGA STUDIO LAVA,Retail,Unknown,1
IGLOW,Retail,Unknown,1
ISLAND RUN CLUB,Retail,Unknown,1
J. KEYER +,Retail,Unknown,1
JANTZEN SALON,Retail,Unknown,1
JULLIA OLGER BY ARTNATURE,Retail,Unknown,1
LA BARBERSHOP LA COWBOY KIDS,Retail,Unknown,1
LAUNDRY QUEEN,Retail,Unknown,1
LILIEWOODS SOCIAL,Retail,Unknown,1
MANNEQUEEN®,Retail,Unknown,1
MEIDI-YA JAPANESE SUPERMARKET,Retail,Unknown,1
MINMED CLINIC (RIVER VALLEY) & MINMED PAEDIATRICS (RIVER VALLEY),Retail,Unknown,1
MOOM,Retail,Unknown,1
MOTHERSWORK,Retail,Unknown,1
MOYEM MEDICAL AESTHETICS,Retail,Unknown,1
MST GOLF,Retail,Unknown,1
MY BALLET STUDIO,Retail,Unknown,1
MY FOOT REFLEXOLOGY,Retail,Unknown,1
NAIL CULTURE,Retail,Unknown,1
NALA,Retail,Unknown,1
NISHINO HEALTH & BEAUTY,Retail,Unknown,1
PAPERMARKET,Retail,Unknown,1
PASSIONATE NAILS,Retail,Unknown,1
PRICEBREAKER,Retail,Unknown,1
QUEEN'S PARADISE,Retail,Unknown,1
RAFFLES JAPANESE CLINIC,Retail,Unknown,1
SC ATM,Retail,Unknown,1
SLOW GREEN,Retail,Unknown,1
SOTHYS SALON,Retail,Unknown,1
SPECIALIST EYECARE CLINIC,Retail,Unknown,1
SPX EXPRESS,Retail,Unknown,1
THE AESTHETICS CENTRE,Retail,Unknown,1
THE NAIL ARTISTRY,Retail,Unknown,1
THE SCHOOLHOUSE BY BUSY BEES,Retail,Unknown,1
TOYSHUNT,Retail,Unknown,1
TWIN CITY MEDICAL CENTRE,Retail,Unknown,1
VERONICA'S FLORIST & GIFTS,Retail,Unknown,1
#RAVE,Retail,Unknown,1
Adams Tailor,Retail,Unknown,1
Aparo Golf,Retail,Unknown,1
Bonbon Blowout Bar,Retail,Unknown,1
Brands Lover,Retail,Unknown,1
Bricks & Ocean,Retail,Unknown,1
BritishIndia,Retail,Unknown,1
Chimp Champ,Retail,Unknown,1
City Tourist Hub,Retail,Unknown,1
Club Shine,Retail,Unknown,1
Corinne Jewelry,Retail,Unknown,1
Cotton Amour,Retail,Unknown,1
Daily & Co,Retail,Unknown,1
Daiso Japan,Retail,Unknown,1
Dance Thrilogy,Retail,Unknown,1
Danz People,Retail,Unknown,1
Dear Bliss,Retail,Unknown,1
Designer Brow Beauty,Retail,Unknown,1
DP Architects Pte Ltd,Retail,Unknown,1
Eccellente by HAO mart,Retail,Unknown,1
Elly Sera Florist,Retail,Unknown,1
Ergoworks,Retail,Unknown,1
Eye Practice,Retail,Unknown,1
Faber-Castell,Retail,Unknown,1
Fountain Money Changer,Retail,Unknown,1
Freia Aesthetics,Retail,Unknown,1
Geberit / Franke,Retail,Unknown,1
Handphone Inspiration,Retail,Unknown,1
Heritage Strings & Arts,Retail,Unknown,1
HM Gallery,Retail,Unknown,1
HopHop Bunny,Retail,Unknown,1
Hugh British,Retail,Unknown,1
HWA International School,Retail,Unknown,1
iFresh,Retail,Unknown,1
Ink & Sacs,Retail,Unknown,1
Instant Glamour,Retail,Unknown,1
Ipanema,Retail,Unknown,1
Kartell By Lifestorey,Retail,Unknown,1
Kaylie,Retail,Unknown,1
Keen,Retail,Unknown,1
Kenko Training Hub,Retail,Unknown,1
Kenko Wellness Spa and Reflexology,Retail,Unknown,1
Kidodo DIY,Retail,Unknown,1
Kidodo Village,Retail,Unknown,1
Kids In The Room,Retail,Unknown,1
Kimage Cove,Retail,Unknown,1
Kimage Hairdressing School,Retail,Unknown,1
King Koil Gallery,Retail,Unknown,1
Kings & Queens One-Stop Solution,Retail,Unknown,1
Kiztopia,Retail,Unknown,1
Kosy Living,Retail,Unknown,1
L’Oreal Academy,Retail,Unknown,1
Legacy Dance Co.,Retail,Unknown,1
Leon & Friends,Retail,Unknown,1
Lily Valley Pre School,Retail,Unknown,1
LIMS Legacy,Retail,Unknown,1
Lockdown Lava Floor,Retail,Unknown,1
Love In A Bottle,Retail,Unknown,1
Marquis QSquare,Retail,Unknown,1
Matchpoint Inc.,Retail,Unknown,1
MBP Sports - Tennis & Padel Tennis Court,Retail,Unknown,1
MindChamps Global HQ/Enrichment Academy,Retail,Unknown,1
Mobel Story,Retail,Unknown,1
MOFUNLAND,Retail,Unknown,1
MrIT.com.sg,Retail,Unknown,1
Neurobix Method,Retail,Unknown,1
New Heights,Retail,Unknown,1
Oro Style House,Retail,Unknown,1
Passions,Retail,Unknown,1
Phiten,Retail,Unknown,1
Pororo Park Singapore,Retail,Unknown,1
Posh Wellness,Retail,Unknown,1
Prestique Studio,Retail,Unknown,1
PSB Academy,Retail,Unknown,1
Rip Curl,Retail,Unknown,1
Robo Robo,Retail,Unknown,1
Roche Bobois,Retail,Unknown,1
Salon Orient,Retail,Unknown,1
School of Music and the Arts (SOMA),Retail,Unknown,1
Scissors Paper Stone,Retail,Unknown,1
Seasons Marina Spa,Retail,Unknown,1
Seth Vision,Retail,Unknown,1
Sharewow,Retail,Unknown,1
Shine Korea Supermarket,Retail,Unknown,1
Silver River Money Changer,Retail,Unknown,1
Singapore Paincare TCM Wellness,Retail,Unknown,1
Singapore Ski & Snowboard Academy,Retail,Unknown,1
Stoneage Collection,Retail,Unknown,1
Super Child Club,Retail,Unknown,1
Suucokids,Retail,Unknown,1
Synwin Violins,Retail,Unknown,1
Tasi,Retail,Unknown,1
The Little Gym,Retail,Unknown,1
The Maternity House,Retail,Unknown,1
The Par Club,Retail,Unknown,1
The Toy Folks,Retail,Unknown,1
Threeppy by Daiso Japan,Retail,Unknown,1
urban de.Fine,Retail,Unknown,1
Vincitore The Italian Shoe Store,Retail,Unknown,1
Vispring,Retail,Unknown,1
Vroomtown Driving City,Retail,Unknown,1
West Coast Dental Clinic,Retail,Unknown,1
XTRA,Retail,Unknown,1
Xtra Office,Retail,Unknown,1
YouClass Learning Centre,Retail,Unknown,1
Cheongdam Aesthetics Clinic,Retail,Unknown,1
Cheongdam Korean Skin Management,Retail,Unknown,1
E-H Hairdesign Studio,Retail,Unknown,1
Efflorescence Face.Eyebrow,Retail,Unknown,1
Kids ‘n’ Me,Retail,Unknown,1
Salon At Goldhill,Retail,Unknown,1
SULTANS,Retail,Unknown,1
Vanity Room,Retail,Unknown,1
Young by Multiflora,Retail,Unknown,1
Geniebook,Retail,Unknown,1
Lorna Whiston Schools,Retail,Unknown,1
Mandeville Conservatory of Music,Retail,Unknown,1
The Physics Cafe,Retail,Unknown,1
CD Plus,Retail,Unknown,1
Mini Me Racing,Retail,Unknown,1
Aglow Baby & Child Clinic,Retail,Unknown,1
Craftsmen Authentic Optical,Retail,Unknown,1
Digital Xpress,Retail,Unknown,1
GPA Dental Group United Square,Retail,Unknown,1
Lifetime Vision Care,Retail,Unknown,1
Physicians Practice Family Medical Center,Retail,Unknown,1
PramWash,Retail,Unknown,1
Precision Optics,Retail,Unknown,1
The Laundry Corner,Retail,Unknown,1
Thomson Chinese Medicine,Retail,Unknown,1
Thomson Fertility,Retail,Unknown,1
AWEI,Retail,Unknown,1
H&M Kids,Retail,Unknown,1
HOPLA! Kids Shoe Shop,Retail,Unknown,1
La Kelly,Retail,Unknown,1
Le Femme Collections,Retail,Unknown,1
Linen Gallery,Retail,Unknown,1
Mega Discount Store,Retail,Unknown,1
Royal Castles,Retail,Unknown,1
Sea Apple,Retail,Unknown,1
Simmons,Retail,Unknown,1
PFP Signature Centre,Retail,Unknown,1
AIX Armani Exchange,Retail,Unknown,1
Havaianas,Retail,Unknown,1
Llora,Retail,Unknown,1
Marie France Van Damme,Retail,Unknown,1
NIMISSKI,Retail,Unknown,1
Rue Madame,Retail,Unknown,1
Skeda,Retail,Unknown,1
SocietyA,Retail,Unknown,1
Tailored Fashions,Retail,Unknown,1
The Editorâs Market,Retail,Unknown,1
TYAN,Retail,Unknown,1
Action City,Retail,Unknown,1
Action City Plus,Retail,Unknown,1
Caring Skin,Retail,Unknown,1
Cheryl W Wellness & Weight Management,Retail,Unknown,1
Chez Vous . Chez Image,Retail,Unknown,1
kim robinson,Retail,Unknown,1
Nailography by N20,Retail,Unknown,1
Oriental Hair Solution,Retail,Unknown,1
POSTCARD,Retail,Unknown,1
YAN PALACE,Retail,Unknown,1
Aveda,Retail,Unknown,1
Avenue Medical + Surgery Group,Retail,Unknown,1
BYREDO,Retail,Unknown,1
LâArtisan Parfumeur,Retail,Unknown,1
Mt. Sapola,Retail,Unknown,1
Maison Margiela Paris,Retail,Unknown,1
Neals Yard Remedies,Retail,Unknown,1
PAÃPURI,Retail,Unknown,1
Penhaligonâs,Retail,Unknown,1
Prologue,Retail,Unknown,1
Motherlove,Retail,Unknown,1
SJ Clinic & Surgery,Retail,Unknown,1
Zell-V Platinum,Retail,Unknown,1
Chanel Watches & Fine Jewellery,Retail,Unknown,1
Jacob & Co.,Retail,Unknown,1
Seiko,Retail,Foreign,1
State Property,Retail,Unknown,1
Goyard,Retail,Unknown,1
Jalan Sriwijaya,Retail,Unknown,1
Kurun Tokyo,Retail,Unknown,1
Flavours of Ishikawa,Retail,Unknown,1
MORNING,Retail,Unknown,1
The Paper Bunny,Retail,Unknown,1
Within Yoga | Pilates,Retail,Unknown,1
999.9,Retail,Unknown,1
Kaneko Optical,Retail,Unknown,1
1TCM,Retail,Unknown,1
Citi Beauty Aesthetics,Retail,Unknown,1
d’skin,Retail,Unknown,1
LA Barber shop,Retail,Unknown,1
Midori’s Hair Salon,Retail,Unknown,1
Pixie Nails,Retail,Unknown,1
Shou Slimming Centre,Retail,Unknown,1
SKINN Lash Brow Face,Retail,Unknown,1
The H2 Therapy,Retail,Unknown,1
The Vogue Hair Professional,Retail,Unknown,1
V Medical Aesthetics Laser Clinic,Retail,Unknown,1
Switch+,Retail,Unknown,1
Believer Music,Retail,Unknown,1
Kakoo,Retail,Unknown,1
Miss Empire,Retail,Unknown,1
Rose Of Sharon,Retail,Unknown,1
Zotelier,Retail,Unknown,1
Dorifto!,Retail,Unknown,1
Core Concepts,Retail,Unknown,1
12HRS Money Exchanger,Retail,Unknown,1
Clinico Hearing Solution,Retail,Unknown,1
d’SSL,Retail,Unknown,1
Fight Zone Singapore,Retail,Unknown,1
Key Power Sports,Retail,Unknown,1
The Big Country,Retail,Unknown,1
ACNE STUDIOS,Retail,Unknown,1
AHKAH,Retail,Unknown,1
AIMER,Retail,Unknown,1
AIMER KIDS,Retail,Unknown,1
AIMER MEN,Retail,Unknown,1
ALEXANDER MCQUEEN,Retail,Unknown,1
AMAFFI PERFUME HOUSE,Retail,Unknown,1
Abel Richard,Retail,Unknown,1
Alo Yoga,Retail,Unknown,1
Arc'teryx,Retail,Unknown,1
BA&SH,Retail,Unknown,1
BABY DIOR,Retail,Unknown,1
BALLY,Retail,Unknown,1
BALMAIN,Retail,Unknown,1
BAO BAO ISSEY MIYAKE,Retail,Unknown,1
BOSS Green,Retail,Unknown,1
BOUCHERON,Retail,Unknown,1
BR Aesthetics Medical Clinic,Retail,Unknown,1
BUFF'D NAIL SPA,Retail,Unknown,1
BURBERRY KIDS,Retail,Unknown,1
CH CAROLINA HERRERA,Retail,Unknown,1
CHANEL FRAGRANCE & BEAUTY,Retail,Unknown,1
CHLOÉ,Retail,Unknown,1
CLUB21 X PLAY COMME DES GARÇONS,Retail,Unknown,1
Clé de Peau Beauté,Retail,Unknown,1
DAVIDOFF OF GENEVA,Retail,Unknown,1
DELVAUX,Retail,Unknown,1
DEVIALET,Retail,Unknown,1
DIOR MEN,Retail,Unknown,1
DOLCE&GABBANA JUNIOR,Retail,Unknown,1
DRAGON BRAND BIRD'S NEST,Retail,Unknown,1
EMPORIO ARMANI JUNIOR,Retail,Unknown,1
FAR EAST EXCHANGE,Retail,Unknown,1
FRED,Retail,Unknown,1
FRETTE,Retail,Unknown,1
G-SHOCK CASIO PREMIUM,Retail,Unknown,1
GUCCI KIDS,Retail,Unknown,1
Golden Goose,Retail,Unknown,1
HEC Life+,Retail,Unknown,1
Henry Jacques,Retail,Unknown,1
Homme Plissé Issey Miyake,Retail,Unknown,1
Hästens,Retail,Unknown,1
Kenzo,Retail,Unknown,1
Kids21,Retail,Unknown,1
Kwanpen,Retail,Unknown,1
LAOPU GOLD,Retail,Unknown,1
Le Labo,Retail,Unknown,1
Livewire by Singapore Pools,Retail,Unknown,1
MIKIMOTO,Retail,Unknown,1
MONNALISA,Retail,Unknown,1
Maison 21G Paris,Retail,Unknown,1
Manolo Blahnik,Retail,Unknown,1
Miki House,Retail,Unknown,1
Moncler,Retail,Foreign,1
Moodytiger,Retail,Unknown,1
Natureland Premium,Retail,Unknown,1
Pleats Please Issey Miyake,Retail,Unknown,1
Puyi Optical,Retail,Unknown,1
Qeelin,Retail,Unknown,1
ROLEX BOUTIQUE MARINA BAY,Retail,Unknown,1
Ralph Lauren,Retail,Unknown,1
Rare,Retail,Unknown,1
Reborn Healthcare Center,Retail,Unknown,1
Rene Caovilla,Retail,Unknown,1
Richard Mille,Retail,Unknown,1
Roger Dubuis,Retail,Unknown,1
Roger Vivier,Retail,Unknown,1
SILKY MIRACLE,Retail,Unknown,1
SINCERE HAUTE HORLOGERIE,Retail,Unknown,1
SUNS,Retail,Unknown,1
Stefano Ricci,Retail,Unknown,1
Stone Island,Retail,Unknown,1
Tasaki,Retail,Unknown,1
The Whoo,Retail,Unknown,1
Thom Browne,Retail,Unknown,1
Tod's,Retail,Unknown,1
Tom Ford Beauty,Retail,Unknown,1
Zenith,Retail,Unknown,1
