brand,segment,provenance,outlets
Prime Auto Care,Retail,Unknown,2
Regina,Retail,Unknown,2
Tracyeinny,Retail,Unknown,2
BOLON,Retail,Unknown,2
Dr.Bags,Retail,Unknown,2
Jewel Cafe,Retail,Unknown,2
A.R.Money Exchange,Retail,Unknown,2
Cristofori Music School,Retail,Unknown,2
Nature's Farm,Retail,Unknown,2
U Hair,Retail,Unknown,2
Mobile Life,Retail,Unknown,2
RANDY INDULGENCE ACAI BAR,Retail,Unknown,2
Ian Darcy EAU DE PARFUM,Retail,Unknown,2
The Underground,Retail,Unknown,2
Crocodile,Retail,Unknown,2
INI8TIVE,Retail,Unknown,2
COTTON ON BODY,Retail,Foreign,2
My Greatest Child,Retail,Unknown,2
Fash Mob,Retail,Unknown,2
Propeller,Retail,Unknown,2
The Willow Label,Retail,Unknown,2
K.STAR,Retail,Unknown,2
Nails & Good Company,Retail,Unknown,2
From There On,Retail,Unknown,2
LUX BOUTIQUE,Retail,Unknown,2
COCORO,Retail,Unknown,2
Karva Salon for Family,Retail,Unknown,2
Insta360,Retail,Unknown,2
Hunter,Retail,Unknown,2
Best Perfume Store,Retail,Unknown,2
Jonsson Protein Healthy Hair Growth,Retail,Unknown,2
Ma Kuang TCM Medical Centre,Retail,Unknown,2
House of Kpop,Retail,Unknown,2
Sahur's Art,Retail,Unknown,2
PANDA CHAN SNACK,Retail,Unknown,2
The Tinsel Rack,Retail,Unknown,2
Zhong Yan Tang 中燕堂,Retail,Unknown,2
TOY-C,Retail,Unknown,2
Bellezza Aesthetics,Retail,Unknown,2
Bio Organicare,Retail,Unknown,2
Cortina Watch,Retail,Singaporean,2
DR HAACH,Retail,Unknown,2
Forever New,Retail,Unknown,2
Spa Esprit,Retail,Unknown,2
SCOOP Wholefoods Australia,Retail,Unknown,2
Little Match Girl,Retail,Unknown,2
Maison Francis Kurkdjian,Retail,Unknown,2
& Other Stories,Retail,Unknown,2
Gucci Beauty,Retail,Unknown,2
Mirage Aesthetic,Retail,Unknown,2
Breitling,Retail,Foreign,2
HOKA,Retail,Foreign,2
Rolex at Cortina Watch,Retail,Unknown,2
Sun & Sand Sports,Retail,Unknown,2
Descente,Retail,Unknown,2
Penhaligon's,Retail,Unknown,2
Dior Beauty,Retail,Unknown,2
KLARRA,Retail,Unknown,2
SABRINAGOH,Retail,Unknown,2
MO&Co.,Retail,Unknown,2
Confucius Mandarin,Retail,Unknown,2
The Aroma Hub,Retail,Unknown,2
Vincent Watch,Retail,Unknown,2
VS Salon,Retail,Unknown,2
Airbot,Retail,Unknown,2
BONIA,Retail,Unknown,2
Braun Buffel,Retail,Unknown,2
CUCKOO,Retail,Unknown,2
My Gym,Retail,Unknown,2
Scanteak Signature,Retail,Unknown,2
STAR ARTS,Retail,Unknown,2
Sulwhasoo,Retail,Unknown,2
K.LAB,Retail,Unknown,2
Multiflora TCM Spa,Retail,Unknown,2
Write Edge,Retail,Unknown,2
DR. LASH,Retail,Unknown,2
Dreame,Retail,Unknown,2
20dB Digisound,Retail,Unknown,2
Jean Yip Beauty & Slimming,Retail,Unknown,2
Dyson,Retail,Foreign,2
CocoArt,Retail,Unknown,2
Arch Angel,Retail,Unknown,2
52TOYS,Retail,Unknown,2
BOSE,Retail,Foreign,2
Climb Central,Retail,Unknown,2
Barehands,Retail,Unknown,2
Brompton Junction,Retail,Unknown,2
DJI,Retail,Unknown,2
LOJEL,Retail,Unknown,2
Bites By Scarlett,Retail,Unknown,2
Customer Service Counter (Causeway Point),Retail,Unknown,2
Dr. Kong,Retail,Unknown,2
Eazea Smart Lock,Retail,Unknown,2
Ma Kuang TCM,Retail,Unknown,2
Metro,Retail,Singaporean,2
Owell BodyCare,Retail,Unknown,2
PINC,Retail,Unknown,2
Raffles Dental,Retail,Unknown,2
Winning,Retail,Unknown,2
Berries World of Learning School,Retail,Unknown,2
De Silver,Retail,Unknown,2
Dorra Slimming,Retail,Unknown,2
Fitflop,Retail,Unknown,2
Fortune Wigs,Retail,Unknown,2
Hang Ten,Retail,Unknown,2
K-Market,Retail,Unknown,2
Kinohimitsu,Retail,Unknown,2
LWL,Retail,Unknown,2
UBreakifix.sg,Retail,Unknown,2
Writers' Guild,Retail,Unknown,2
Yu Cai Education Centre,Retail,Unknown,2
Beijing Language School,Retail,Unknown,2
Bolon Eyewear,Retail,Unknown,2
Freeman Florist,Retail,Unknown,2
ICBC,Retail,Foreign,2
One2Play,Retail,Unknown,2
ALLU,Retail,Unknown,2
ALUXE,Retail,Unknown,2
BodyWerkz,Retail,Unknown,2
Cube-i,Retail,Unknown,2
Happie,Retail,Unknown,2
Ladyfinger,Retail,Unknown,2
LIANG YI TCM,Retail,Unknown,2
Milly’s,Retail,Unknown,2
OH!SOME,Retail,Unknown,2
Strip / Browhaus,Retail,Unknown,2
The s.k.MED Clinic,Retail,Unknown,2
Cheryl W,Retail,Unknown,2
Glamour + Nail.Lash.Brow Studio,Retail,Unknown,2
ICON Aesthetics,Retail,Unknown,2
Nail Addiction,Retail,Unknown,2
New Nada Barber,Retail,Unknown,2
Revival Hair Gallery,Retail,Unknown,2
Shoe Clinic,Retail,Unknown,2
The Seafood Market Place By Song Fish,Retail,Unknown,2
Universal Optical,Retail,Unknown,2
Anake,Retail,Unknown,2
Glamour Beauty,Retail,Unknown,2
W.TWO,Retail,Unknown,2
3 Little Girls,Retail,Unknown,2
EduGrove Mandarin Enrichment Centre,Retail,Unknown,2
ValueMax,Retail,Unknown,2
Cellini,Retail,Singaporean,2
Elements Wellness,Retail,Unknown,2
Flower Matters,Retail,Unknown,2
GEOX,Retail,Unknown,2
Healing Touch Spa,Retail,Unknown,2
iClaw Taiwan,Retail,Unknown,2
Jullia Olger,Retail,Unknown,2
Junior Page,Retail,Unknown,2
JustCo,Retail,Unknown,2
Kawai Music School,Retail,Unknown,2
Mondays Made,Retail,Unknown,2
Pavonine House,Retail,Unknown,2
Hom Yoga,Retail,Unknown,2
Little Farms (Cafe),Retail,Unknown,2
BUCCELLATI,Retail,Unknown,2
HERMÈS (HERMES),Retail,Foreign,2
JAEGER-LECOULTRE,Retail,Unknown,2
BACCARAT,Retail,Unknown,2
BLANCPAIN,Retail,Unknown,2
BREGUET,Retail,Unknown,2
BVLGARI,Retail,Foreign,2
CHAUMET,Retail,Unknown,2
CHOPARD,Retail,Foreign,2
CHRISTIAN LOUBOUTIN,Retail,Unknown,2
DIESEL,Retail,Unknown,2
ESCENTIALS,Retail,Unknown,2
ESTÉE LAUDER (ESTEE LAUDER),Retail,Unknown,2
EVISU,Retail,Unknown,2
FRANCK MULLER,Retail,Unknown,2
GENTLE MONSTER,Retail,Unknown,2
GRAFF,Retail,Unknown,2
HUBLOT,Retail,Foreign,2
IWC SCHAFFHAUSEN,Retail,Unknown,2
LA MER,Retail,Unknown,2
LA PRAIRIE,Retail,Unknown,2
LACOSTE,Retail,Unknown,2
LEICA,Retail,Unknown,2
LOEWE,Retail,Foreign,2
LORO PIANA,Retail,Unknown,2
MAJE,Retail,Unknown,2
MASTER-FIX SERVICES,Retail,Unknown,2
MLB,Retail,Foreign,2
NATURELAND SPA. PREMIUM,Retail,Unknown,2
OMEGA,Retail,Foreign,2
PANERAI,Retail,Foreign,2
PATEK PHILIPPE,Retail,Foreign,2
PIAGET,Retail,Foreign,2
PICOTA NAIL SPA,Retail,Unknown,2
RED ARMY WATCHES,Retail,Unknown,2
RITUALS,Retail,Foreign,2
ROYAL SELANGOR,Retail,Unknown,2
SANDRO,Retail,Unknown,2
SUNGLASS HUT,Retail,Unknown,2
SWATCH,Retail,Foreign,2
VACHERON CONSTANTIN,Retail,Unknown,2
VALENTINO,Retail,Foreign,2
Amaris,Retail,Unknown,2
Apple,Retail,Foreign,2
AWHSOME by Hyggerium,Retail,Unknown,2
Columbia,Retail,Foreign,2
Cuttour Hair Studio,Retail,Unknown,2
Grand Seiko,Retail,Unknown,2
Kate Spade New York,Retail,Unknown,2
Le Petit Society,Retail,Unknown,2
Maison Margiela,Retail,Unknown,2
The Shirt Bar,Retail,Unknown,2
ORGANIC HAIR REGROWTH SOLUTIONS,Retail,Unknown,2
AUBE BEAUTY SALON,Retail,Unknown,2
ISLAND SHOP,Retail,Unknown,2
BAOZHITANG CHINESE MEDICINE AND THERAPY CENTRE,Retail,Unknown,2
CHESS AT THREE,Retail,Unknown,2
LAGOON LAUNDRY,Retail,Unknown,2
OODLES LEARNING,Retail,Unknown,2
HUA LANGUAGE CENTRE,Retail,Unknown,2
PHOENIX MEDICAL GROUP,Retail,Unknown,2
ILDO TAEKWONDO,Retail,Unknown,2
HIART,Retail,Unknown,2
MR. D.I.Y.,Retail,Unknown,2
JOYRE TCMEDI SPA,Retail,Unknown,2
WANG LEARNING CENTRE,Retail,Unknown,2
FOR THE LOVE OF LAUNDRY,Retail,Unknown,2
ORGANIC EXPRESS HAIR COLOR LAB,Retail,Unknown,2
OUR SECOND NATURE,Retail,Unknown,2
SPLICE BARBERSHOP,Retail,Unknown,2
BIG MAMA,Retail,Unknown,2
EYE LEVEL,Retail,Unknown,2
HI-CLAW,Retail,Unknown,2
BUD COSMETICS,Retail,Singaporean,2
QUEEN EXCLUSIVE COLLECTION,Retail,Unknown,2
BMF The Aesthetics People,Retail,Unknown,2
Jean Yip,Retail,Unknown,2
Platinum Yoga,Retail,Unknown,2
ZTP,Retail,Unknown,2
Red 2,Retail,Unknown,2
HAKO,Retail,Unknown,2
The Chinese Wedding Shop,Retail,Unknown,2
SLEEPNIGHT Lifestyle Mattress,Retail,Unknown,2
Melvados,Retail,Unknown,2
Panda Chan,Retail,Unknown,2
Solvil Et Titus,Retail,Unknown,2
Allbest Exchange,Retail,Unknown,2
DRx Clinic,Retail,Unknown,2
Life 4 Cuts,Retail,Unknown,2
Money Changer,Retail,Unknown,2
Tang Shan TCM & Massage,Retail,Unknown,2
QB Premium Haircut & Style,Retail,Unknown,2
Authorised Mi Store,Retail,Unknown,2
MBT,Retail,Unknown,2
Rado,Retail,Unknown,2
Sincere Fine Watches,Retail,Unknown,2
Evergreen Stationery,Retail,Unknown,2
NoFrills Dental,Retail,Unknown,2
Gift.ed by Turtle,Retail,Unknown,2
Hills Aesthetics Clinic,Retail,Unknown,2
iRun,Retail,Unknown,2
Limited Edt,Retail,Unknown,2
Outside,Retail,Unknown,2
Sunday Staples,Retail,Unknown,2
China Mobile CMLink,Retail,Unknown,2
FOND,Retail,Unknown,2
Pro Trim Hair Studio,Retail,Unknown,2
LIOU&LANS,Retail,Unknown,2
Melissa,Retail,Unknown,2
Smigy,Retail,Unknown,2
Balenciaga,Retail,Foreign,2
BOGGI Milano,Retail,Unknown,2
Bottega Veneta,Retail,Foreign,2
Brunello Cucinelli,Retail,Foreign,2
Christofle,Retail,Unknown,2
Emporio Armani,Retail,Unknown,2
Ferragamo,Retail,Unknown,2
FLAMING QUEEN,Retail,Unknown,2
Jimmy Choo,Retail,Unknown,2
Marni,Retail,Unknown,2
MCM,Retail,Unknown,2
Miu Miu,Retail,Foreign,2
Moleskine,Retail,Unknown,2
Montblanc,Retail,Foreign,2
ORIENT CROWN,Retail,Unknown,2
Petit Bateau,Retail,Unknown,2
Ralph Lauren Children,Retail,Unknown,2
Sandbar,Retail,Unknown,2
SEED Heritage,Retail,Unknown,2
The Hour Glass,Retail,Singaporean,2
Versace,Retail,Foreign,2
Zegna,Retail,Unknown,2
Nailz Haus,Retail,Unknown,2
Leftfoot,Retail,Unknown,2
The Oaks Cellars,Retail,Unknown,2
Max Mara,Retail,Unknown,2
RIMOWA,Retail,Unknown,2
Bell & Ross,Retail,Unknown,2
Tory Burch,Retail,Foreign,2
TRUE FITNESS,Retail,Unknown,2
WANDERLUST + CO,Retail,Unknown,2
Berluti,Retail,Foreign,2
Dolce & Gabbana,Retail,Unknown,2
Giorgio Armani,Retail,Unknown,2
Shanghai Tang,Retail,Unknown,2
Vilebrequin,Retail,Unknown,2
Pomellato,Retail,Unknown,2
Moynat,Retail,Unknown,2
DELTA DENTAL SURGEONS,Retail,Unknown,1
Bodyworks Chiropractic,Retail,Unknown,1
Time Enterprise TCM,Retail,Unknown,1
Nutrilite Health & Wellbeing,Retail,Unknown,1
Hinomi,Retail,Unknown,1
CTDI,Retail,Unknown,1
Firstpointe,Retail,Unknown,1
BKK Forex,Retail,Unknown,1
Thai Supermarket,Retail,Unknown,1
Quantum Medical,Retail,Unknown,1
Artisan Jewellery,Retail,Unknown,1
In Trim Hair,Retail,Unknown,1
Boulder+,Retail,Unknown,1
Luxe Floral,Retail,Unknown,1
100 Island Beauty and Wellness,Retail,Unknown,1
SkinLab The Medical Spa / SL Aesthetic Clinic,Retail,Unknown,1
Jean Yip Hairdressing and 6 Elements Hair Spa,Retail,Unknown,1
X’treme Professional Hair Studio,Retail,Unknown,1
Kids Clinic @ Sengkang,Retail,Unknown,1
Fresh and Clean,Retail,Unknown,1
Fresver,Retail,Unknown,1
Compass Foreign Exchange,Retail,Unknown,1
Chiropractic First The Spine & Nerve Clinic,Retail,Unknown,1
SNAP FITNESS,Retail,Unknown,1
BreakFixNow,Retail,Unknown,1
La Vida,Retail,Unknown,1
NEW NADA,Retail,Unknown,1
SINCHONG,Retail,Unknown,1
Watches of Japan,Retail,Unknown,1
Fengshui World,Retail,Unknown,1
Nailz Treats PLUS,Retail,Unknown,1
Luminous Dental Clinic,Retail,Unknown,1
kcuts & Kskin,Retail,Unknown,1
JasonSally Hairdressers,Retail,Unknown,1
Wellspring Wellness 康园养生屋,Retail,Unknown,1
BP Brow & Lash,Retail,Unknown,1
Jean Yip Hair & Hair Spa,Retail,Unknown,1
FIRMAN SHAH (Money Changer),Retail,Unknown,1
JHL TCM Beauty,Retail,Unknown,1
I.E.F.SG,Retail,Unknown,1
Boarding Gate & The Wallet Shop,Retail,Unknown,1
CLOUD 9 STUDIO,Retail,Unknown,1
Amazing Hearing,Retail,Unknown,1
Vibrancy Skin,Retail,Unknown,1
Smore's by Alkaff,Retail,Unknown,1
19 Exchange,Retail,Unknown,1
BHG,Retail,Singaporean,1
Bugis Money Changer,Retail,Unknown,1
Guess Accessories,Retail,Unknown,1
HI STYLE,Retail,Unknown,1
Hitec Mobile & Repair Center,Retail,Unknown,1
Le Pommier,Retail,Unknown,1
Meyson Jewellery,Retail,Unknown,1
Natural Project,Retail,Unknown,1
Ripples,Retail,Unknown,1
SCB ATM,Retail,Unknown,1
TIMBUK2,Retail,Unknown,1
Cheris,Retail,Unknown,1
CHIC FEVER,Retail,Unknown,1
ZENZI,Retail,Unknown,1
Liverpool FC,Retail,Unknown,1
NARS at BHG,Retail,Unknown,1
Gucci Beauty at BHG,Retail,Unknown,1
Clarins at BHG,Retail,Unknown,1
J Beauty Bar & Spa,Retail,Unknown,1
COZ,Retail,Unknown,1
myhalo,Retail,Unknown,1
JET'AMINE,Retail,Unknown,1
SPERRY,Retail,Unknown,1
hairz,Retail,Unknown,1
MOWE,Retail,Unknown,1
EICHITOO,Retail,Unknown,1
SK-II at BHG,Retail,Unknown,1
Heart To Heart Jewellery,Retail,Unknown,1
SKINARMA,Retail,Unknown,1
Hot Toys,Retail,Unknown,1
OKZ,Retail,Unknown,1
MINMED HEALTH (BUGIS),Retail,Unknown,1
AQARA HOME,Retail,Unknown,1
Amore Define,Retail,Unknown,1
Challenger Flagship Store,Retail,Unknown,1
L'zzie,Retail,Unknown,1
M.A.C,Retail,Unknown,1
NBC Stationery & Gifts,Retail,Unknown,1
The odbo.,Retail,Unknown,1
Craftsmen Authentic / Explorer,Retail,Unknown,1
VACANZA,Retail,Unknown,1
Jo Malone London at BHG,Retail,Unknown,1
Chanel Beauty at BHG,Retail,Unknown,1
NIKE By Bugis,Retail,Unknown,1
CASING HUB,Retail,Unknown,1
S Collection,Retail,Unknown,1
DE FIGURELAB,Retail,Unknown,1
Cute and Funny,Retail,Unknown,1
SUN SANG,Retail,Unknown,1
AGASSY,Retail,Unknown,1
Alice Girl,Retail,Unknown,1
MUET,Retail,Unknown,1
OSLcare,Retail,Unknown,1
KYLIE COSMETICS,Retail,Unknown,1
FUNNYLAND SINGAPORE,Retail,Unknown,1
Peek A Box,Retail,Unknown,1
SEOUL BEAUTE,Retail,Unknown,1
SINGAPORE BALLET,Retail,Unknown,1
Boulder Movement,Retail,Unknown,1
Walking In The Light,Retail,Unknown,1
HaveFun LiveShow,Retail,Unknown,1
SCARLETT PLUS,Retail,Unknown,1
CARA CLUB,Retail,Unknown,1
FANKA,Retail,Unknown,1
CUE GURU POOL SPORT @ BUGIS+,Retail,Unknown,1
Toy Or Games (TOG),Retail,Unknown,1
ONNIE LENS,Retail,Unknown,1
Paco Funworld,Retail,Unknown,1
HaveFun Karaoke,Retail,Unknown,1
Odoroki / FUN CLAW,Retail,Unknown,1
THE INN LIVEHOUSE,Retail,Unknown,1
EBLACKBOX,Retail,Unknown,1
Connor,Retail,Unknown,1
GG GAMER’S GUILD,Retail,Unknown,1
BLOOM & BOOM,Retail,Unknown,1
STICKS & STONES,Retail,Unknown,1
ECHO GOODS,Retail,Unknown,1
Phuture,Retail,Unknown,1
Mimi Restaurant,Retail,Unknown,1
Zorba the Greek Taverna,Retail,Unknown,1
Corinthians Asia Group (Office),Retail,Unknown,1
Natureland Spa . Therapy,Retail,Unknown,1
Lil Dublin,Retail,Unknown,1
Swee Lee,Retail,Unknown,1
Fort Canine Swimming Club,Retail,Unknown,1
IL Clay Supper Club,Retail,Unknown,1
GX-5 Extreme Swing,Retail,Unknown,1
HipVan Atelier,Retail,Unknown,1
LAVA Fitness,Retail,Unknown,1
RIVER’S EDGE ABODE BY Esse,Retail,Unknown,1
Anytime Fitness Clarke Quay,Retail,Unknown,1
REVL,Retail,Unknown,1
Swapaholic,Retail,Unknown,1
Rhythm Room,Retail,Unknown,1
LEVEL UP,Retail,Unknown,1
AIBI Outlet,Retail,Unknown,1
All Best,Retail,Unknown,1
Asia Excel,Retail,Unknown,1
ASICS Factory Outlet,Retail,Unknown,1
City Chain Outlet,Retail,Unknown,1
Clarks Outlet,Retail,Unknown,1
COACH Outlet,Retail,Unknown,1
COLDWEAR Outlet,Retail,Unknown,1
Cotton On Kids Outlet,Retail,Unknown,1
Crocodile Outlet,Retail,Unknown,1
Crocs Outlet Shop,Retail,Unknown,1
ECCO Outlet,Retail,Unknown,1
FURLA Outlet,Retail,Unknown,1
Giant Hypermarket,Retail,Unknown,1
Gingersnaps Outlet,Retail,Unknown,1
Goldlion Outletshop,Retail,Unknown,1
H M Gallery Outlet,Retail,Unknown,1
Hoe Kee,Retail,Unknown,1
Mayer Outlet,Retail,Unknown,1
Mondi Lifestyle Gallery,Retail,Unknown,1
Mr Decor Furniture Gallery,Retail,Unknown,1
Nailz Haus & Donna Beauty,Retail,Unknown,1
New Balance Outlet,Retail,Unknown,1
Nike Unite IMM,Retail,Unknown,1
NOVELA Outlet,Retail,Unknown,1
Ogawa Outlet,Retail,Unknown,1
Onitsuka Tiger Outlet,Retail,Unknown,1
OSIM Outlet,Retail,Unknown,1
Outlet by Club 21,Retail,Unknown,1
OWNDAYS Outlet,Retail,Unknown,1
PEDRO Outlet,Retail,Unknown,1
Rabeanco Outlet,Retail,Unknown,1
Rattan Pacific,Retail,Unknown,1
Red Apple,Retail,Unknown,1
REGA,Retail,Unknown,1
Samsonite Factory Outlet,Retail,Unknown,1
Seimon-Cho Outlet,Retail,Unknown,1
Sim Siang Choon,Retail,Unknown,1
Skechers Outlet,Retail,Unknown,1
SLEEPNIGHT Mattress Boutique,Retail,Unknown,1
Space N Living,Retail,Unknown,1
Spacious Planners,Retail,Unknown,1
Star Living,Retail,Singaporean,1
Sunglass Hut Outlet,Retail,Unknown,1
The Travel Store Outlet,Retail,Unknown,1
Timberland Outlet,Retail,Unknown,1
Triumph Outlet,Retail,Unknown,1
U-Home Interior Design,Retail,Unknown,1
Unisprings,Retail,Unknown,1
Winter Time Outlet,Retail,Unknown,1
OTO Outlet,Retail,Unknown,1
kate spade new york outlet,Retail,Unknown,1
Michael Kors by BuyBye Valiram Fashion Outlet,Retail,Unknown,1
Posh Living,Retail,Unknown,1
Eubiq,Retail,Unknown,1
The North Face Outlet,Retail,Unknown,1
Melissa Outlet,Retail,Unknown,1
GUESS Outlet,Retail,Unknown,1
FILA Outlet,Retail,Unknown,1
Kipling Outlet,Retail,Unknown,1
Smartbox,Retail,Unknown,1
Aartical,Retail,Unknown,1
Victoria's Secret by BuyBye Valiram Fashion Outlet,Retail,Unknown,1
Dreams Studio,Retail,Unknown,1
Aventi Living,Retail,Unknown,1
Calvin Klein Outlet,Retail,Unknown,1
Tommy Hilfiger Outlet,Retail,Unknown,1
EVISU Outlet,Retail,Unknown,1
Bath & Body Works by BuyBye Valiram Fashion Outlet,Retail,Unknown,1
Dunlopillo Suite,Retail,Unknown,1
SWAROVSKI Outlet,Retail,Unknown,1
BOSS Outlet,Retail,Unknown,1
Barani Outlet,Retail,Unknown,1
PANDORA Outlet,Retail,Unknown,1
VANS Outlet,Retail,Unknown,1
Levi's Outlet,Retail,Unknown,1
Everbest Outlet,Retail,Unknown,1
Zirconite Shield Singapore,Retail,Unknown,1
Sintex Outlet,Retail,Unknown,1
The Cosmetics Company Store,Retail,Unknown,1
Havaianas Outlet,Retail,Unknown,1
Steve Madden Outlet,Retail,Unknown,1
running lab Outlet,Retail,Unknown,1
Sperry Outlet,Retail,Unknown,1
Secret Furnishing,Retail,Unknown,1
TUMI Outlet,Retail,Unknown,1
bloomB Outlet,Retail,Unknown,1
Teva/CATERPILLAR Outlet,Retail,Unknown,1
YALE and THE S&L HOUSE,Retail,Unknown,1
"DAISO Japan, Standard Products and THREEPPY",Retail,Unknown,1
HOOGA Scents,Retail,Unknown,1
FILA KIDS OUTLET,Retail,Unknown,1
ANTA Kids Outlet,Retail,Unknown,1
Morphosis Beauty Hub,Retail,Unknown,1
Aircon Gallery by Best Tech,Retail,Unknown,1
B Outlet,Retail,Unknown,1
Bossini. X Outlet,Retail,Unknown,1
Charles & Keith Outlet,Retail,Unknown,1
Chateau de Sable Outlet,Retail,Unknown,1
Converse Outlet,Retail,Unknown,1
fitflop Outlet,Retail,Unknown,1
G2 by G2000,Retail,Unknown,1
Giordano Outlet,Retail,Unknown,1
G'Plan,Retail,Unknown,1
Kappa Outlet,Retail,Unknown,1
Lacoste Outlet,Retail,Unknown,1
Optical 88 Outlet,Retail,Unknown,1
Sorella Outlet,Retail,Unknown,1
Spectacle Hut Outlet,Retail,Unknown,1
TEAHOUSE by Soup Restaurant,Retail,Unknown,1
Benjamin Barker Outlet,Retail,Unknown,1
Pierre Cardin Lingerie Outlet,Retail,Unknown,1
Lenskart Outlet,Retail,Unknown,1
ANTA Outlet,Retail,Unknown,1
epitex Outlet,Retail,Unknown,1
ALDO Outlet,Retail,Unknown,1
Oh! Sunny Outlet,Retail,Unknown,1
Birkenstock Outlet,Retail,Unknown,1
Leonian Outlet,Retail,Unknown,1
Watch Station International & Fossil Outlet,Retail,Unknown,1
iROO Outlet,Retail,Unknown,1
Smart Innovations,Retail,Unknown,1
Oakley Outlet,Retail,Unknown,1
The Door,Retail,Unknown,1
Wilson Outlet,Retail,Unknown,1
Sam Edelman Outlet,Retail,Unknown,1
Tefal Factory Outlet,Retail,Unknown,1
Champion Outlet,Retail,Unknown,1
DaErCto,Retail,Unknown,1
HOKA Outlet,Retail,Unknown,1
Leather Atrium,Retail,Unknown,1
NAILS IN VOGUE,Retail,Unknown,1
Eyeventure Optometrist,Retail,Unknown,1
Yi Hua Xuan,Retail,Unknown,1
Bank of China ATM,Retail,Unknown,1
Jean Yip Hairdressing & Aesthetics,Retail,Unknown,1
Eyewear House,Retail,Unknown,1
Geniebook CAMPUS,Retail,Unknown,1
VeniaCherie,Retail,Unknown,1
Jon Louis,Retail,Unknown,1
ETC Travel Retail,Retail,Unknown,1
Whimsy,Retail,Unknown,1
Jiak Ba Food Heaven,Retail,Unknown,1
FEMINU,Retail,Unknown,1
Kodak Express,Retail,Unknown,1
Zone X,Retail,Unknown,1
About Flowers,Retail,Unknown,1
Yu Er Fashion,Retail,Unknown,1
Ichiru Homestyle,Retail,Unknown,1
CAPITOL OPTICAL MYOPIA MANAGEMENT CENTRE,Retail,Unknown,1
Choa Chu Kang Public Library,Retail,Unknown,1
WTS Travel & Tours,Retail,Unknown,1
Spaze The Body & Foot Spa,Retail,Unknown,1
GOOD HEALTH TCM CLINIC 好健康家庭中医诊所,Retail,Unknown,1
TAKA Jewellery Radiance,Retail,Unknown,1
Blossom,Retail,Unknown,1
BOROFONE,Retail,Unknown,1
XIANG XIANG HUNAN CUISINE 湘香·湖南菜,Retail,Foreign,1
SGFR Store,Retail,Unknown,1
Art Friend,Retail,Unknown,1
Bally Photo Electronics,Retail,Unknown,1
Caesars,Retail,Unknown,1
ZEISS Vision Center by KJ Optometrists,Retail,Unknown,1
Movie Replicas Collection,Retail,Unknown,1
Refresh TCM Wellness,Retail,Unknown,1
Seimon-cho,Retail,Unknown,1
Spotlight,Retail,Unknown,1
Stereo,Retail,Unknown,1
True Harmony,Retail,Unknown,1
Victoria Face Lift,Retail,Unknown,1
ASTALIFT,Retail,Unknown,1
ALIGN BRACES CLINIC,Retail,Unknown,1
VITOREINA,Retail,Unknown,1
Hair Inn,Retail,Unknown,1
Cellarbration,Retail,Unknown,1
Simmons Studio,Retail,Unknown,1
Wanderlust x Playdress,Retail,Unknown,1
SuperGurl,Retail,Unknown,1
Life By City Energy,Retail,Unknown,1
SKYE Aesthetics,Retail,Unknown,1
Mobile Art,Retail,Unknown,1
Neonmello,Retail,Unknown,1
Babies Bliss,Retail,Unknown,1
CO PLAY,Retail,Unknown,1
MUHAMMED MONEY CHANGER,Retail,Unknown,1
AL² RADIANT,Retail,Unknown,1
PURE SALON AND SPA,Retail,Unknown,1
Life4Cuts,Retail,Unknown,1
chicco,Retail,Unknown,1
The individual society,Retail,Unknown,1
balabala,Retail,Unknown,1
BECOME Aesthetics Clinics,Retail,Unknown,1
"Analisa, The Perfumers' Album, PARIS",Retail,Unknown,1
KIRAME,Retail,Unknown,1
SLM it!,Retail,Unknown,1
The Travel Store,Retail,Unknown,1
Mistgold,Retail,Unknown,1
ZhengXin Chicken Steak,Retail,Unknown,1
2ft. Orthotics,Retail,Unknown,1
AKEMI,Retail,Unknown,1
B. S. Moey - Chong Optometrist & Contact Lens Practitioner,Retail,Unknown,1
POH KIM DVD/Blu Ray,Retail,Unknown,1
SHOP SASSY DREAM,Retail,Unknown,1
Boulevard Outdoor Inspirations,Retail,Unknown,1
VII Skinn,Retail,Unknown,1
OGAWA Bespoke,Retail,Unknown,1
Bellroy,Retail,Unknown,1
Amore Fitness & Define,Retail,Unknown,1
Fun Station,Retail,Unknown,1
Hairology,Retail,Unknown,1
Nail Atelier,Retail,Unknown,1
DETERMINANT,Retail,Unknown,1
mimi mono 奈美良一,Retail,Unknown,1
Fun Dream,Retail,Unknown,1
T-Swirl Crepe,Retail,Unknown,1
Que Sera Vintage,Retail,Unknown,1
kizik,Retail,Unknown,1
FullOut,Retail,Unknown,1
Adore Cosmetics,Retail,Unknown,1
Yamaha Creators’ Crossing,Retail,Unknown,1
Roryland,Retail,Unknown,1
The Kind Wash,Retail,Unknown,1
Terra Luxe,Retail,Unknown,1
Pokémon Mart at Plaza Singapura,Retail,Unknown,1
ESTA,Retail,Unknown,1
FE The Nail Lounge,Retail,Unknown,1
Fraiche,Retail,Unknown,1
Hair by Billie,Retail,Unknown,1
Lemongrass House,Retail,Unknown,1
Li-Hong Jade,Retail,Unknown,1
Ode to Art,Retail,Unknown,1
Raffles City Concierge,Retail,Unknown,1
Saj Exchange,Retail,Unknown,1
Secret Garden,Retail,Unknown,1
Urban Revivo,Retail,Unknown,1
Bynd Artisan,Retail,Singaporean,1
